State,Year,Degree,Count
Missouri,1990,Professional,6
Missouri,1990,Graduate,60
Missouri,1989,Undergraduate,159
Missouri,1989,Professional,6
Missouri,1989,Graduate,62
Missouri,1988,Undergraduate,167
Missouri,1988,Professional,7
Missouri,1988,Graduate,56
Missouri,1987,Undergraduate,174
Missouri,1987,Professional,5
Missouri,1987,Graduate,71
Missouri,1986,Undergraduate,165
Missouri,1986,Professional,10
Missouri,1986,Graduate,64
Missouri,1985,Undergraduate,169
Missouri,1985,Professional,0
Missouri,1985,Graduate,61
Missouri,1984,Undergraduate,137
Missouri,1984,Professional,3
Missouri,1984,Graduate,53
Missouri,1983,Undergraduate,128
Missouri,1983,Professional,4
Missouri,1983,Graduate,62
Missouri,1982,Undergraduate,112
Missouri,1982,Professional,5
Missouri,1982,Graduate,9
Missouri,1981,Undergraduate,96
Missouri,1981,Professional,7
Missouri,1981,Graduate,61
Missouri,1980,Undergraduate,86
Missouri,1980,Professional,4
Missouri,1980,Graduate,76
Missouri,1979,Undergraduate,78
Missouri,1979,Professional,0
Missouri,1979,Graduate,63
Missouri,1978,Undergraduate,66
Missouri,1978,Professional,4
Missouri,1978,Graduate,67
Missouri,1977,Undergraduate,63
Missouri,1977,Professional,2
Missouri,1977,Graduate,59
Missouri,1976,Undergraduate,54
Missouri,1976,Professional,3
Missouri,1976,Graduate,61
Missouri,1975,Undergraduate,56
Missouri,1975,Professional,2
Missouri,1975,Graduate,73
Montana,2017,Undergraduate,1
Montana,2017,Professional,3
Montana,2017,Graduate,0
Montana,2016,Undergraduate,0
Montana,2016,Professional,4
Montana,2016,Graduate,0
Montana,2015,Undergraduate,0
Montana,2015,Professional,3
Montana,2015,Graduate,0
Montana,2014,Undergraduate,0
Montana,2014,Professional,3
Montana,2014,Graduate,0
Montana,2013,Undergraduate,0
Montana,2013,Professional,3
Montana,2013,Graduate,0
Montana,2012,Undergraduate,0
Montana,2012,Professional,6
Montana,2012,Graduate,0
Montana,2011,Undergraduate,0
Montana,2011,Professional,6
Montana,2011,Graduate,0
Montana,2010,Undergraduate,1
Montana,2010,Professional,4
Montana,2010,Graduate,0
Montana,2009,Undergraduate,1
Montana,2009,Professional,4
Montana,2009,Graduate,0
Montana,2008,Undergraduate,1
Montana,2008,Professional,3
Montana,2008,Graduate,0
Montana,2007,Undergraduate,1
Montana,2007,Professional,3
Montana,2007,Graduate,0
Montana,2006,Undergraduate,0
Montana,2006,Professional,2
Montana,2006,Graduate,0
Montana,2005,Undergraduate,1
Montana,2005,Professional,2
Montana,2005,Graduate,0
Montana,2004,Undergraduate,3
Montana,2004,Professional,5
Montana,2004,Graduate,0
Montana,2003,Undergraduate,2
Montana,2003,Professional,7
Montana,2003,Graduate,1
Montana,2002,Undergraduate,4
Montana,2002,Professional,8
Montana,2002,Graduate,1
Montana,2001,Undergraduate,1
Montana,2001,Professional,9
Montana,2001,Graduate,1
Montana,2000,Undergraduate,2
Montana,2000,Professional,7
Montana,2000,Graduate,1
Montana,1999,Undergraduate,3
Montana,1999,Professional,5
Montana,1999,Graduate,1
Montana,1998,Undergraduate,2
Montana,1998,Professional,3
Montana,1998,Graduate,1
Montana,1997,Undergraduate,3
Montana,1997,Professional,0
Montana,1997,Graduate,9
Montana,1996,Undergraduate,2
Montana,1996,Professional,0
Montana,1996,Graduate,5
Montana,1995,Undergraduate,4
Montana,1995,Professional,0
Montana,1995,Graduate,3
Montana,1994,Undergraduate,4
Montana,1994,Professional,0
Montana,1994,Graduate,3
Montana,1993,Undergraduate,3
Montana,1993,Professional,0
Montana,1993,Graduate,6
Montana,1992,Undergraduate,2
Montana,1992,Professional,0
Montana,1992,Graduate,3
Montana,1991,Undergraduate,3
Montana,1991,Professional,0
Montana,1991,Graduate,0
Montana,1990,Undergraduate,2
Montana,1990,Professional,0
Montana,1990,Graduate,1
Montana,1989,Undergraduate,1
Montana,1989,Professional,0
Montana,1989,Graduate,4
Montana,1988,Undergraduate,1
Montana,1988,Professional,0
Montana,1988,Graduate,2
Montana,1987,Undergraduate,3
Montana,1987,Professional,0
Montana,1987,Graduate,4
Montana,1986,Undergraduate,4
Montana,1986,Professional,0
Montana,1986,Graduate,5
Montana,1985,Undergraduate,3
Montana,1985,Professional,0
Montana,1985,Graduate,9
Montana,1984,Undergraduate,1
Montana,1984,Professional,0
Montana,1984,Graduate,8
Montana,1983,Undergraduate,2
Montana,1983,Professional,0
Montana,1983,Graduate,7
Montana,1982,Undergraduate,1
Montana,1982,Professional,0
Montana,1982,Graduate,4
Montana,1981,Undergraduate,3
Montana,1981,Professional,0
Montana,1981,Graduate,4
Montana,1980,Undergraduate,0
Montana,1980,Professional,0
Montana,1980,Graduate,4
Montana,1979,Undergraduate,0
Montana,1979,Professional,0
Montana,1979,Graduate,4
Montana,1978,Undergraduate,0
Montana,1978,Professional,0
Montana,1978,Graduate,4
Montana,1977,Undergraduate,1
Montana,1977,Professional,1
Montana,1977,Graduate,5
Montana,1976,Undergraduate,0
Montana,1976,Professional,0
Montana,1976,Graduate,2
Montana,1975,Undergraduate,0
Montana,1975,Professional,0
Montana,1975,Graduate,4
Nebraska,2017,Undergraduate,7
Nebraska,2017,Professional,28
Nebraska,2017,Graduate,1
Nebraska,2016,Undergraduate,7
Nebraska,2016,Professional,18
Nebraska,2016,Graduate,3
Nebraska,2015,Undergraduate,5
Nebraska,2015,Professional,19
Nebraska,2015,Graduate,2
Nebraska,2014,Undergraduate,11
Nebraska,2014,Professional,16
Nebraska,2014,Graduate,1
Nebraska,2013,Undergraduate,10
Nebraska,2013,Professional,16
Nebraska,2013,Graduate,0
Nebraska,2012,Undergraduate,11
Nebraska,2012,Professional,14
Nebraska,2012,Graduate,1
Nebraska,2011,Undergraduate,12
Nebraska,2011,Professional,14
Nebraska,2011,Graduate,2
Nebraska,2010,Undergraduate,8
Nebraska,2010,Professional,22
Nebraska,2010,Graduate,2
Nebraska,2009,Undergraduate,8
Nebraska,2009,Professional,22
Nebraska,2009,Graduate,2
Nebraska,2008,Undergraduate,14
Nebraska,2008,Professional,15
Nebraska,2008,Graduate,2
Nebraska,2007,Undergraduate,15
Nebraska,2007,Professional,18
Nebraska,2007,Graduate,2
Nebraska,2006,Undergraduate,20
Nebraska,2006,Professional,17
Nebraska,2006,Graduate,2
Nebraska,2005,Undergraduate,18
Nebraska,2005,Professional,14
Nebraska,2005,Graduate,1
Nebraska,2004,Undergraduate,18
Nebraska,2004,Professional,11
Nebraska,2004,Graduate,1
Nebraska,2003,Undergraduate,21
Nebraska,2003,Professional,26
Nebraska,2003,Graduate,0
Nebraska,2002,Undergraduate,28
Nebraska,2002,Professional,26
Nebraska,2002,Graduate,1
Nebraska,2001,Undergraduate,29
Nebraska,2001,Professional,28
Nebraska,2001,Graduate,1
Nebraska,2000,Undergraduate,37
Nebraska,2000,Professional,20
Nebraska,2000,Graduate,1
Nebraska,1999,Undergraduate,42
Nebraska,1999,Professional,14
Nebraska,1999,Graduate,0
Nebraska,1998,Undergraduate,39
Nebraska,1998,Professional,16
Nebraska,1998,Graduate,1
Nebraska,1997,Undergraduate,35
Nebraska,1997,Professional,1
Nebraska,1997,Graduate,19
Nebraska,1996,Undergraduate,30
Nebraska,1996,Professional,2
Nebraska,1996,Graduate,19
Nebraska,1995,Undergraduate,21
Nebraska,1995,Professional,1
Nebraska,1995,Graduate,19
Nebraska,1994,Undergraduate,12
Nebraska,1994,Professional,1
Nebraska,1994,Graduate,12
Nebraska,1993,Undergraduate,10
Nebraska,1993,Professional,0
Nebraska,1993,Graduate,13
Nebraska,1992,Undergraduate,14
Nebraska,1992,Professional,0
Nebraska,1992,Graduate,13
Nebraska,1991,Undergraduate,14
Nebraska,1991,Professional,0
Nebraska,1991,Graduate,14
Nebraska,1990,Undergraduate,18
Nebraska,1990,Professional,0
Nebraska,1990,Graduate,1
Nebraska,1989,Undergraduate,16
Nebraska,1989,Professional,1
Nebraska,1989,Graduate,8
Nebraska,1988,Undergraduate,14
Nebraska,1988,Professional,1
Nebraska,1988,Graduate,13
Nebraska,1987,Undergraduate,16
Nebraska,1987,Professional,0
Nebraska,1987,Graduate,10
Nebraska,1986,Undergraduate,7
Nebraska,1986,Professional,1
Nebraska,1986,Graduate,18
Nebraska,1985,Undergraduate,17
Nebraska,1985,Professional,1
Nebraska,1985,Graduate,18
Nebraska,1984,Undergraduate,18
Nebraska,1984,Professional,0
Nebraska,1984,Graduate,20
Nebraska,1983,Undergraduate,11
Nebraska,1983,Professional,0
Nebraska,1983,Graduate,15
Nebraska,1982,Undergraduate,11
Nebraska,1982,Professional,0
Nebraska,1982,Graduate,10
Nebraska,1981,Undergraduate,7
Nebraska,1981,Professional,0
Nebraska,1981,Graduate,10
Nebraska,1980,Undergraduate,8
Nebraska,1980,Professional,1
Nebraska,1980,Graduate,15
Nebraska,1979,Undergraduate,6
Nebraska,1979,Professional,1
Nebraska,1979,Graduate,14
Nebraska,1978,Undergraduate,12
Nebraska,1978,Professional,1
Nebraska,1978,Graduate,13
Nebraska,1977,Undergraduate,11
Nebraska,1977,Professional,0
Nebraska,1977,Graduate,15
Nebraska,1976,Undergraduate,10
Nebraska,1976,Professional,0
Nebraska,1976,Graduate,16
Nebraska,1975,Undergraduate,11
Nebraska,1975,Professional,0
Nebraska,1975,Graduate,20
Nevada,2017,Undergraduate,11
Nevada,2017,Professional,7
Nevada,2017,Graduate,3
Nevada,2016,Undergraduate,8
Nevada,2016,Professional,5
Nevada,2016,Graduate,3
Nevada,2015,Undergraduate,8
Nevada,2015,Professional,6
Nevada,2015,Graduate,2
Nevada,2014,Undergraduate,9
Nevada,2014,Professional,5
Nevada,2014,Graduate,1
Nevada,2013,Undergraduate,8
Nevada,2013,Professional,4
Nevada,2013,Graduate,1
Nevada,2012,Undergraduate,9
Nevada,2012,Professional,6
Nevada,2012,Graduate,1
Nevada,2011,Undergraduate,9
Nevada,2011,Professional,5
Nevada,2011,Graduate,0
Nevada,2010,Undergraduate,8
Nevada,2010,Professional,6
Nevada,2010,Graduate,0
Nevada,2009,Undergraduate,8
Nevada,2009,Professional,6
Nevada,2009,Graduate,0
Nevada,2008,Undergraduate,11
Nevada,2008,Professional,3
Nevada,2008,Graduate,0
Nevada,2007,Undergraduate,11
Nevada,2007,Professional,4
Nevada,2007,Graduate,0
Nevada,2006,Undergraduate,10
Nevada,2006,Professional,2
Nevada,2006,Graduate,0
Nevada,2005,Undergraduate,7
Nevada,2005,Professional,1
Nevada,2005,Graduate,0
Nevada,2004,Undergraduate,6
Nevada,2004,Professional,1
Nevada,2004,Graduate,1
Nevada,2003,Undergraduate,11
Nevada,2003,Professional,4
Nevada,2003,Graduate,2
Nevada,2002,Undergraduate,11
Nevada,2002,Professional,3
Nevada,2002,Graduate,2
Nevada,2001,Undergraduate,10
Nevada,2001,Professional,4
Nevada,2001,Graduate,1
Nevada,2000,Undergraduate,12
Nevada,2000,Professional,8
Nevada,2000,Graduate,0
Nevada,1999,Undergraduate,10
Nevada,1999,Professional,8
Nevada,1999,Graduate,0
Nevada,1998,Undergraduate,10
Nevada,1998,Professional,3
Nevada,1998,Graduate,0
Nevada,1997,Undergraduate,10
Nevada,1997,Professional,0
Nevada,1997,Graduate,6
Nevada,1996,Undergraduate,6
Nevada,1996,Professional,0
Nevada,1996,Graduate,7
Nevada,1995,Undergraduate,7
Nevada,1995,Professional,0
Nevada,1995,Graduate,4
Nevada,1994,Undergraduate,6
Nevada,1994,Professional,0
Nevada,1994,Graduate,3
Nevada,1993,Undergraduate,6
Nevada,1993,Professional,0
Nevada,1993,Graduate,1
Nevada,1992,Undergraduate,7
Nevada,1992,Professional,1
Nevada,1992,Graduate,0
Nevada,1991,Undergraduate,2
Nevada,1991,Professional,0
Nevada,1991,Graduate,4
Nevada,1990,Undergraduate,2
Nevada,1990,Professional,0
Nevada,1990,Graduate,3
Nevada,1989,Undergraduate,2
Nevada,1989,Professional,0
Nevada,1989,Graduate,2
Nevada,1988,Undergraduate,2
Nevada,1988,Professional,0
Nevada,1988,Graduate,5
Nevada,1987,Undergraduate,2
Nevada,1987,Professional,0
Nevada,1987,Graduate,3
Nevada,1986,Undergraduate,1
Nevada,1986,Professional,0
Nevada,1986,Graduate,1
Nevada,1985,Undergraduate,2
Nevada,1985,Professional,1
Nevada,1985,Graduate,2
Nevada,1984,Undergraduate,2
Nevada,1984,Professional,0
Nevada,1984,Graduate,1
Nevada,1983,Undergraduate,0
Nevada,1983,Professional,0
Nevada,1983,Graduate,1
Nevada,1982,Undergraduate,1
Nevada,1982,Professional,0
Nevada,1982,Graduate,2
Nevada,1981,Undergraduate,0
Nevada,1981,Professional,0
Nevada,1981,Graduate,2
Nevada,1980,Undergraduate,0
Nevada,1980,Professional,0
Nevada,1980,Graduate,2
Nevada,1979,Undergraduate,0
Nevada,1979,Professional,0
Nevada,1979,Graduate,1
Nevada,1978,Undergraduate,0
Nevada,1978,Professional,0
Nevada,1978,Graduate,2
Nevada,1977,Undergraduate,1
Nevada,1977,Professional,0
Nevada,1977,Graduate,4
Nevada,1976,Undergraduate,1
Nevada,1976,Professional,0
Nevada,1976,Graduate,2
Nevada,1975,Undergraduate,1
Nevada,1975,Professional,0
Nevada,1975,Graduate,0
New Hampshire,2017,Undergraduate,16
New Hampshire,2017,Professional,10
New Hampshire,2017,Graduate,1
New Hampshire,2016,Undergraduate,17
New Hampshire,2016,Professional,7
New Hampshire,2016,Graduate,1
New Hampshire,2015,Undergraduate,13
New Hampshire,2015,Professional,11
New Hampshire,2015,Graduate,1
New Hampshire,2014,Undergraduate,11
New Hampshire,2014,Professional,12
New Hampshire,2014,Graduate,1
New Hampshire,2013,Undergraduate,10
New Hampshire,2013,Professional,15
New Hampshire,2013,Graduate,2
New Hampshire,2012,Undergraduate,8
New Hampshire,2012,Professional,13
New Hampshire,2012,Graduate,1
New Hampshire,2011,Undergraduate,7
New Hampshire,2011,Professional,11
New Hampshire,2011,Graduate,1
New Hampshire,2010,Undergraduate,9
New Hampshire,2010,Professional,8
New Hampshire,2010,Graduate,0
New Hampshire,2009,Undergraduate,9
New Hampshire,2009,Professional,8
New Hampshire,2009,Graduate,0
New Hampshire,2008,Undergraduate,9
New Hampshire,2008,Professional,5
New Hampshire,2008,Graduate,1
New Hampshire,2007,Undergraduate,12
New Hampshire,2007,Professional,3
New Hampshire,2007,Graduate,1
New Hampshire,2006,Undergraduate,15
New Hampshire,2006,Professional,4
New Hampshire,2006,Graduate,2
New Hampshire,2005,Undergraduate,12
New Hampshire,2005,Professional,3
New Hampshire,2005,Graduate,2
New Hampshire,2004,Undergraduate,7
New Hampshire,2004,Professional,2
New Hampshire,2004,Graduate,2
New Hampshire,2003,Undergraduate,8
New Hampshire,2003,Professional,12
New Hampshire,2003,Graduate,3
New Hampshire,2002,Undergraduate,7
New Hampshire,2002,Professional,12
New Hampshire,2002,Graduate,2
New Hampshire,2001,Undergraduate,5
New Hampshire,2001,Professional,11
New Hampshire,2001,Graduate,2
New Hampshire,2000,Undergraduate,5
New Hampshire,2000,Professional,12
New Hampshire,2000,Graduate,2
New Hampshire,1999,Undergraduate,5
New Hampshire,1999,Professional,11
New Hampshire,1999,Graduate,0
New Hampshire,1998,Undergraduate,4
New Hampshire,1998,Professional,10
New Hampshire,1998,Graduate,0
New Hampshire,1997,Undergraduate,8
New Hampshire,1997,Professional,0
New Hampshire,1997,Graduate,8
New Hampshire,1996,Undergraduate,7
New Hampshire,1996,Professional,0
New Hampshire,1996,Graduate,10
New Hampshire,1995,Undergraduate,7
New Hampshire,1995,Professional,0
New Hampshire,1995,Graduate,10
New Hampshire,1994,Undergraduate,6
New Hampshire,1994,Professional,0
New Hampshire,1994,Graduate,7
New Hampshire,1993,Undergraduate,7
New Hampshire,1993,Professional,0
New Hampshire,1993,Graduate,8
New Hampshire,1992,Undergraduate,9
New Hampshire,1992,Professional,0
New Hampshire,1992,Graduate,5
New Hampshire,1991,Undergraduate,9
New Hampshire,1991,Professional,0
New Hampshire,1991,Graduate,4
New Hampshire,1990,Undergraduate,9
New Hampshire,1990,Professional,0
New Hampshire,1990,Graduate,6
New Hampshire,1989,Undergraduate,5
New Hampshire,1989,Professional,0
New Hampshire,1989,Graduate,4
New Hampshire,1988,Undergraduate,4
New Hampshire,1988,Professional,0
New Hampshire,1988,Graduate,2
New Hampshire,1987,Undergraduate,4
New Hampshire,1987,Professional,0
New Hampshire,1987,Graduate,4
New Hampshire,1986,Undergraduate,5
New Hampshire,1986,Professional,0
New Hampshire,1986,Graduate,6
New Hampshire,1985,Undergraduate,2
New Hampshire,1985,Professional,1
New Hampshire,1985,Graduate,5
New Hampshire,1984,Undergraduate,1
New Hampshire,1984,Professional,1
New Hampshire,1984,Graduate,8
New Hampshire,1983,Undergraduate,0
New Hampshire,1983,Professional,0
New Hampshire,1983,Graduate,1
New Hampshire,1982,Undergraduate,1
New Hampshire,1982,Professional,0
New Hampshire,1982,Graduate,1
New Hampshire,1981,Undergraduate,1
New Hampshire,1981,Professional,0
New Hampshire,1981,Graduate,7
New Hampshire,1980,Undergraduate,0
New Hampshire,1980,Professional,0
New Hampshire,1980,Graduate,8
New Hampshire,1979,Undergraduate,3
New Hampshire,1979,Professional,0
New Hampshire,1979,Graduate,13
New Hampshire,1978,Undergraduate,1
New Hampshire,1978,Professional,0
New Hampshire,1978,Graduate,12
New Hampshire,1977,Undergraduate,2
New Hampshire,1977,Professional,0
New Hampshire,1977,Graduate,11
New Hampshire,1976,Undergraduate,2
New Hampshire,1976,Professional,0
New Hampshire,1976,Graduate,11
New Hampshire,1975,Undergraduate,2
New Hampshire,1975,Professional,0
New Hampshire,1975,Graduate,9
New Jersey,2017,Undergraduate,328
New Jersey,2017,Professional,88
New Jersey,2017,Graduate,14
New Jersey,2016,Undergraduate,312
New Jersey,2016,Professional,49
New Jersey,2016,Graduate,17
New Jersey,2015,Undergraduate,317
New Jersey,2015,Professional,42
New Jersey,2015,Graduate,13
New Jersey,2014,Undergraduate,280
New Jersey,2014,Professional,44
New Jersey,2014,Graduate,14
New Jersey,2013,Undergraduate,243
New Jersey,2013,Professional,48
New Jersey,2013,Graduate,8
New Jersey,2012,Undergraduate,207
New Jersey,2012,Professional,49
New Jersey,2012,Graduate,8
New Jersey,2011,Undergraduate,195
New Jersey,2011,Professional,45
New Jersey,2011,Graduate,11
New Jersey,2010,Undergraduate,169
New Jersey,2010,Professional,41
New Jersey,2010,Graduate,13
New Jersey,2009,Undergraduate,169
New Jersey,2009,Professional,41
New Jersey,2009,Graduate,13
New Jersey,2008,Undergraduate,157
New Jersey,2008,Professional,31
New Jersey,2008,Graduate,12
New Jersey,2007,Undergraduate,130
New Jersey,2007,Professional,29
New Jersey,2007,Graduate,15
New Jersey,2006,Undergraduate,138
New Jersey,2006,Professional,32
New Jersey,2006,Graduate,15
New Jersey,2005,Undergraduate,154
New Jersey,2005,Professional,28
New Jersey,2005,Graduate,14
New Jersey,2004,Undergraduate,158
New Jersey,2004,Professional,28
New Jersey,2004,Graduate,12
New Jersey,2003,Undergraduate,155
New Jersey,2003,Professional,76
New Jersey,2003,Graduate,10
New Jersey,2002,Undergraduate,125
New Jersey,2002,Professional,71
New Jersey,2002,Graduate,8
New Jersey,2001,Undergraduate,125
New Jersey,2001,Professional,75
New Jersey,2001,Graduate,8
New Jersey,2000,Undergraduate,110
New Jersey,2000,Professional,74
New Jersey,2000,Graduate,7
New Jersey,1999,Undergraduate,108
New Jersey,1999,Professional,60
New Jersey,1999,Graduate,10
New Jersey,1998,Undergraduate,117
New Jersey,1998,Professional,57
New Jersey,1998,Graduate,6
New Jersey,1997,Undergraduate,106
New Jersey,1997,Professional,8
New Jersey,1997,Graduate,58
New Jersey,1996,Undergraduate,123
New Jersey,1996,Professional,9
New Jersey,1996,Graduate,53
New Jersey,1995,Undergraduate,109
New Jersey,1995,Professional,2
New Jersey,1995,Graduate,49
New Jersey,1994,Undergraduate,107
New Jersey,1994,Professional,2
New Jersey,1994,Graduate,47
New Jersey,1993,Undergraduate,93
New Jersey,1993,Professional,4
New Jersey,1993,Graduate,42
New Jersey,1992,Undergraduate,82
New Jersey,1992,Professional,4
New Jersey,1992,Graduate,36
New Jersey,1991,Undergraduate,77
New Jersey,1991,Professional,4
New Jersey,1991,Graduate,37
New Jersey,1990,Undergraduate,76
New Jersey,1990,Professional,2
New Jersey,1990,Graduate,37
New Jersey,1989,Undergraduate,68
New Jersey,1989,Professional,5
New Jersey,1989,Graduate,30
New Jersey,1988,Undergraduate,65
New Jersey,1988,Professional,5
New Jersey,1988,Graduate,30
New Jersey,1987,Undergraduate,68
New Jersey,1987,Professional,2
New Jersey,1987,Graduate,35
New Jersey,1986,Undergraduate,57
New Jersey,1986,Professional,1
New Jersey,1986,Graduate,30
New Jersey,1985,Undergraduate,64
New Jersey,1985,Professional,0
New Jersey,1985,Graduate,39
New Jersey,1984,Undergraduate,49
New Jersey,1984,Professional,3
New Jersey,1984,Graduate,43
New Jersey,1983,Undergraduate,43
New Jersey,1983,Professional,2
New Jersey,1983,Graduate,39
New Jersey,1982,Undergraduate,35
New Jersey,1982,Professional,4
New Jersey,1982,Graduate,49
New Jersey,1981,Undergraduate,34
New Jersey,1981,Professional,3
New Jersey,1981,Graduate,51
New Jersey,1980,Undergraduate,32
New Jersey,1980,Professional,4
New Jersey,1980,Graduate,46
New Jersey,1979,Undergraduate,29
New Jersey,1979,Professional,1
New Jersey,1979,Graduate,57
New Jersey,1978,Undergraduate,36
New Jersey,1978,Professional,3
New Jersey,1978,Graduate,43
New Jersey,1977,Undergraduate,39
New Jersey,1977,Professional,5
New Jersey,1977,Graduate,51
New Jersey,1976,Undergraduate,36
New Jersey,1976,Professional,5
New Jersey,1976,Graduate,47
New Jersey,1975,Undergraduate,46
New Jersey,1975,Professional,2
New Jersey,1975,Graduate,58
New Mexico,2017,Undergraduate,8
New Mexico,2017,Professional,24
New Mexico,2017,Graduate,0
New Mexico,2016,Undergraduate,8
New Mexico,2016,Professional,18
New Mexico,2016,Graduate,1
New Mexico,2015,Undergraduate,7
New Mexico,2015,Professional,11
New Mexico,2015,Graduate,1
New Mexico,2014,Undergraduate,6
New Mexico,2014,Professional,10
New Mexico,2014,Graduate,1
New Mexico,2013,Undergraduate,3
New Mexico,2013,Professional,11
New Mexico,2013,Graduate,1
New Mexico,2012,Undergraduate,7
New Mexico,2012,Professional,12
New Mexico,2012,Graduate,0
New Mexico,2011,Undergraduate,7
New Mexico,2011,Professional,13
New Mexico,2011,Graduate,0
New Mexico,2010,Undergraduate,4
New Mexico,2010,Professional,14
New Mexico,2010,Graduate,0
New Mexico,2009,Undergraduate,4
New Mexico,2009,Professional,14
New Mexico,2009,Graduate,0
New Mexico,2008,Undergraduate,3
New Mexico,2008,Professional,16
New Mexico,2008,Graduate,0
New Mexico,2007,Undergraduate,6
New Mexico,2007,Professional,13
New Mexico,2007,Graduate,1
New Mexico,2006,Undergraduate,5
New Mexico,2006,Professional,10
New Mexico,2006,Graduate,2
New Mexico,2005,Undergraduate,7
New Mexico,2005,Professional,9
New Mexico,2005,Graduate,2
New Mexico,2004,Undergraduate,9
New Mexico,2004,Professional,9
New Mexico,2004,Graduate,1
New Mexico,2003,Undergraduate,10
New Mexico,2003,Professional,24
New Mexico,2003,Graduate,0
New Mexico,2002,Undergraduate,10
New Mexico,2002,Professional,24
New Mexico,2002,Graduate,0
New Mexico,2001,Undergraduate,7
New Mexico,2001,Professional,23
New Mexico,2001,Graduate,0
New Mexico,2000,Undergraduate,7
New Mexico,2000,Professional,25
New Mexico,2000,Graduate,0
New Mexico,1999,Undergraduate,14
New Mexico,1999,Professional,29
New Mexico,1999,Graduate,1
New Mexico,1998,Undergraduate,12
New Mexico,1998,Professional,28
New Mexico,1998,Graduate,1
New Mexico,1997,Undergraduate,12
New Mexico,1997,Professional,1
New Mexico,1997,Graduate,27
New Mexico,1996,Undergraduate,12
New Mexico,1996,Professional,1
New Mexico,1996,Graduate,27
New Mexico,1995,Undergraduate,4
New Mexico,1995,Professional,0
New Mexico,1995,Graduate,21
New Mexico,1994,Undergraduate,3
New Mexico,1994,Professional,0
New Mexico,1994,Graduate,24
New Mexico,1993,Undergraduate,6
New Mexico,1993,Professional,0
New Mexico,1993,Graduate,13
New Mexico,1992,Undergraduate,7
New Mexico,1992,Professional,0
New Mexico,1992,Graduate,10
New Mexico,1991,Undergraduate,6
New Mexico,1991,Professional,0
New Mexico,1991,Graduate,12
New Mexico,1990,Undergraduate,5
New Mexico,1990,Professional,0
New Mexico,1990,Graduate,14
New Mexico,1989,Undergraduate,5
New Mexico,1989,Professional,0
New Mexico,1989,Graduate,10
New Mexico,1988,Undergraduate,6
New Mexico,1988,Professional,0
New Mexico,1988,Graduate,14
New Mexico,1987,Undergraduate,6
New Mexico,1987,Professional,0
New Mexico,1987,Graduate,11
New Mexico,1986,Undergraduate,4
New Mexico,1986,Professional,0
New Mexico,1986,Graduate,13
New Mexico,1985,Undergraduate,5
New Mexico,1985,Professional,0
New Mexico,1985,Graduate,17
New Mexico,1984,Undergraduate,5
New Mexico,1984,Professional,1
New Mexico,1984,Graduate,13
New Mexico,1983,Undergraduate,5
New Mexico,1983,Professional,1
New Mexico,1983,Graduate,16
New Mexico,1982,Undergraduate,4
New Mexico,1982,Professional,0
New Mexico,1982,Graduate,13
New Mexico,1981,Undergraduate,2
New Mexico,1981,Professional,0
New Mexico,1981,Graduate,11
New Mexico,1980,Undergraduate,1
New Mexico,1980,Professional,0
New Mexico,1980,Graduate,11
New Mexico,1979,Undergraduate,3
New Mexico,1979,Professional,0
New Mexico,1979,Graduate,10
New Mexico,1978,Undergraduate,5
New Mexico,1978,Professional,0
New Mexico,1978,Graduate,14
New Mexico,1977,Undergraduate,2
New Mexico,1977,Professional,0
New Mexico,1977,Graduate,17
New Mexico,1976,Undergraduate,1
New Mexico,1976,Professional,0
New Mexico,1976,Graduate,15
New Mexico,1975,Undergraduate,1
New Mexico,1975,Professional,0
New Mexico,1975,Graduate,14
New York,2017,Undergraduate,176
New York,2017,Professional,154
New York,2017,Graduate,19
New York,2016,Undergraduate,176
New York,2016,Professional,98
New York,2016,Graduate,19
New York,2015,Undergraduate,182
New York,2015,Professional,98
New York,2015,Graduate,12
New York,2014,Undergraduate,166
New York,2014,Professional,99
New York,2014,Graduate,16
New York,2013,Undergraduate,137
New York,2013,Professional,106
New York,2013,Graduate,16
New York,2012,Undergraduate,125
New York,2012,Professional,101
New York,2012,Graduate,22
New York,2011,Undergraduate,98
New York,2011,Professional,92
New York,2011,Graduate,23
New York,2010,Undergraduate,90
New York,2010,Professional,79
New York,2010,Graduate,23
New York,2009,Undergraduate,90
New York,2009,Professional,79
New York,2009,Graduate,23
New York,2008,Undergraduate,76
New York,2008,Professional,73
New York,2008,Graduate,16
New York,2007,Undergraduate,72
New York,2007,Professional,75
New York,2007,Graduate,15
New York,2006,Undergraduate,84
New York,2006,Professional,81
New York,2006,Graduate,18
New York,2005,Undergraduate,100
New York,2005,Professional,56
New York,2005,Graduate,12
New York,2004,Undergraduate,102
New York,2004,Professional,56
New York,2004,Graduate,10
New York,2003,Undergraduate,121
New York,2003,Professional,153
New York,2003,Graduate,15
New York,2002,Undergraduate,122
New York,2002,Professional,153
New York,2002,Graduate,20
New York,2001,Undergraduate,119
New York,2001,Professional,135
New York,2001,Graduate,16
New York,2000,Undergraduate,115
New York,2000,Professional,136
New York,2000,Graduate,23
New York,1999,Undergraduate,119
New York,1999,Professional,131
New York,1999,Graduate,21
New York,1998,Undergraduate,120
New York,1998,Professional,143
New York,1998,Graduate,17
New York,1997,Undergraduate,124
New York,1997,Professional,13
New York,1997,Graduate,137
New York,1996,Undergraduate,127
New York,1996,Professional,12
New York,1996,Graduate,131
