State,Year,Degree,Count
Idaho,1991,Graduate,6
Idaho,1990,Undergraduate,0
Idaho,1990,Professional,0
Idaho,1990,Graduate,4
Idaho,1989,Undergraduate,0
Idaho,1989,Professional,0
Idaho,1989,Graduate,2
Idaho,1988,Undergraduate,0
Idaho,1988,Professional,0
Idaho,1988,Graduate,1
Idaho,1987,Undergraduate,1
Idaho,1987,Professional,0
Idaho,1987,Graduate,5
Idaho,1986,Undergraduate,0
Idaho,1986,Professional,0
Idaho,1986,Graduate,3
Idaho,1985,Undergraduate,0
Idaho,1985,Professional,0
Idaho,1985,Graduate,7
Idaho,1984,Undergraduate,0
Idaho,1984,Professional,0
Idaho,1984,Graduate,3
Idaho,1983,Undergraduate,1
Idaho,1983,Professional,0
Idaho,1983,Graduate,8
Idaho,1982,Undergraduate,0
Idaho,1982,Professional,0
Idaho,1982,Graduate,7
Idaho,1981,Undergraduate,1
Idaho,1981,Professional,0
Idaho,1981,Graduate,5
Idaho,1980,Undergraduate,1
Idaho,1980,Professional,0
Idaho,1980,Graduate,7
Idaho,1979,Undergraduate,2
Idaho,1979,Professional,0
Idaho,1979,Graduate,7
Idaho,1978,Undergraduate,0
Idaho,1978,Professional,0
Idaho,1978,Graduate,2
Idaho,1977,Undergraduate,3
Idaho,1977,Professional,0
Idaho,1977,Graduate,3
Idaho,1976,Undergraduate,1
Idaho,1976,Professional,0
Idaho,1976,Graduate,5
Idaho,1975,Undergraduate,1
Idaho,1975,Professional,0
Idaho,1975,Graduate,6
Illinois,2017,Undergraduate,24251
Illinois,2017,Professional,3330
Illinois,2017,Graduate,537
Illinois,2016,Undergraduate,24169
Illinois,2016,Professional,2458
Illinois,2016,Graduate,542
Illinois,2015,Undergraduate,23720
Illinois,2015,Professional,2580
Illinois,2015,Graduate,607
Illinois,2014,Undergraduate,23853
Illinois,2014,Professional,2677
Illinois,2014,Graduate,630
Illinois,2013,Undergraduate,24299
Illinois,2013,Professional,2825
Illinois,2013,Graduate,677
Illinois,2012,Undergraduate,24683
Illinois,2012,Professional,2839
Illinois,2012,Graduate,701
Illinois,2011,Undergraduate,25197
Illinois,2011,Professional,2845
Illinois,2011,Graduate,687
Illinois,2010,Undergraduate,25465
Illinois,2010,Professional,2901
Illinois,2010,Graduate,704
Illinois,2009,Undergraduate,25465
Illinois,2009,Professional,2901
Illinois,2009,Graduate,704
Illinois,2008,Undergraduate,26677
Illinois,2008,Professional,2903
Illinois,2008,Graduate,707
Illinois,2007,Undergraduate,26848
Illinois,2007,Professional,2894
Illinois,2007,Graduate,686
Illinois,2006,Undergraduate,27049
Illinois,2006,Professional,2828
Illinois,2006,Graduate,703
Illinois,2005,Undergraduate,26539
Illinois,2005,Professional,2807
Illinois,2005,Graduate,718
Illinois,2004,Undergraduate,25494
Illinois,2004,Professional,2941
Illinois,2004,Graduate,805
Illinois,2003,Undergraduate,25129
Illinois,2003,Professional,3084
Illinois,2003,Graduate,825
Illinois,2002,Undergraduate,25085
Illinois,2002,Professional,3091
Illinois,2002,Graduate,824
Illinois,2001,Undergraduate,25106
Illinois,2001,Professional,2904
Illinois,2001,Graduate,835
Illinois,2000,Undergraduate,25150
Illinois,2000,Professional,2787
Illinois,2000,Graduate,787
Illinois,1999,Undergraduate,25222
Illinois,1999,Professional,2868
Illinois,1999,Graduate,766
Illinois,1998,Undergraduate,24807
Illinois,1998,Professional,3096
Illinois,1998,Graduate,760
Illinois,1997,Undergraduate,24292
Illinois,1997,Professional,762
Illinois,1997,Graduate,3414
Illinois,1996,Undergraduate,24231
Illinois,1996,Professional,773
Illinois,1996,Graduate,3917
Illinois,1995,Undergraduate,24408
Illinois,1995,Professional,845
Illinois,1995,Graduate,4484
Illinois,1994,Undergraduate,24308
Illinois,1994,Professional,845
Illinois,1994,Graduate,4927
Illinois,1993,Undergraduate,24371
Illinois,1993,Professional,842
Illinois,1993,Graduate,5086
Illinois,1992,Undergraduate,23992
Illinois,1992,Professional,849
Illinois,1992,Graduate,5056
Illinois,1991,Undergraduate,24618
Illinois,1991,Professional,869
Illinois,1991,Graduate,5068
Illinois,1990,Undergraduate,24735
Illinois,1990,Professional,854
Illinois,1990,Graduate,4765
Illinois,1989,Undergraduate,24479
Illinois,1989,Professional,851
Illinois,1989,Graduate,4784
Illinois,1988,Undergraduate,25478
Illinois,1988,Professional,852
Illinois,1988,Graduate,2995
Illinois,1987,Undergraduate,25733
Illinois,1987,Professional,886
Illinois,1987,Graduate,5029
Illinois,1986,Undergraduate,26024
Illinois,1986,Professional,902
Illinois,1986,Graduate,5034
Illinois,1985,Undergraduate,26126
Illinois,1985,Professional,895
Illinois,1985,Graduate,4823
Illinois,1984,Undergraduate,25124
Illinois,1984,Professional,904
Illinois,1984,Graduate,4839
Illinois,1983,Undergraduate,25083
Illinois,1983,Professional,938
Illinois,1983,Graduate,4874
Illinois,1982,Undergraduate,25416
Illinois,1982,Professional,928
Illinois,1982,Graduate,4971
Illinois,1981,Undergraduate,25695
Illinois,1981,Professional,915
Illinois,1981,Graduate,4908
Illinois,1980,Undergraduate,25615
Illinois,1980,Professional,913
Illinois,1980,Graduate,4686
Illinois,1979,Undergraduate,25269
Illinois,1979,Professional,903
Illinois,1979,Graduate,4775
Illinois,1978,Undergraduate,24593
Illinois,1978,Professional,920
Illinois,1978,Graduate,4738
Illinois,1977,Undergraduate,24557
Illinois,1977,Professional,1036
Illinois,1977,Graduate,4938
Illinois,1976,Undergraduate,24052
Illinois,1976,Professional,1032
Illinois,1976,Graduate,5178
Illinois,1975,Undergraduate,25049
Illinois,1975,Professional,1017
Illinois,1975,Graduate,5582
Indiana,2017,Undergraduate,65
Indiana,2017,Professional,103
Indiana,2017,Graduate,17
Indiana,2016,Undergraduate,58
Indiana,2016,Professional,80
Indiana,2016,Graduate,16
Indiana,2015,Undergraduate,62
Indiana,2015,Professional,76
Indiana,2015,Graduate,12
Indiana,2014,Undergraduate,58
Indiana,2014,Professional,73
Indiana,2014,Graduate,9
Indiana,2013,Undergraduate,57
Indiana,2013,Professional,68
Indiana,2013,Graduate,11
Indiana,2012,Undergraduate,56
Indiana,2012,Professional,78
Indiana,2012,Graduate,11
Indiana,2011,Undergraduate,55
Indiana,2011,Professional,66
Indiana,2011,Graduate,11
Indiana,2010,Undergraduate,49
Indiana,2010,Professional,63
Indiana,2010,Graduate,6
Indiana,2009,Undergraduate,49
Indiana,2009,Professional,63
Indiana,2009,Graduate,6
Indiana,2008,Undergraduate,65
Indiana,2008,Professional,68
Indiana,2008,Graduate,3
Indiana,2007,Undergraduate,74
Indiana,2007,Professional,75
Indiana,2007,Graduate,4
Indiana,2006,Undergraduate,79
Indiana,2006,Professional,57
Indiana,2006,Graduate,3
Indiana,2005,Undergraduate,89
Indiana,2005,Professional,48
Indiana,2005,Graduate,1
Indiana,2004,Undergraduate,95
Indiana,2004,Professional,47
Indiana,2004,Graduate,5
Indiana,2003,Undergraduate,86
Indiana,2003,Professional,123
Indiana,2003,Graduate,8
Indiana,2002,Undergraduate,91
Indiana,2002,Professional,125
Indiana,2002,Graduate,8
Indiana,2001,Undergraduate,87
Indiana,2001,Professional,122
Indiana,2001,Graduate,7
Indiana,2000,Undergraduate,90
Indiana,2000,Professional,107
Indiana,2000,Graduate,9
Indiana,1999,Undergraduate,98
Indiana,1999,Professional,103
Indiana,1999,Graduate,9
Indiana,1998,Undergraduate,90
Indiana,1998,Professional,98
Indiana,1998,Graduate,10
Indiana,1997,Undergraduate,79
Indiana,1997,Professional,10
Indiana,1997,Graduate,92
Indiana,1996,Undergraduate,78
Indiana,1996,Professional,10
Indiana,1996,Graduate,96
Indiana,1995,Undergraduate,68
Indiana,1995,Professional,5
Indiana,1995,Graduate,79
Indiana,1994,Undergraduate,85
Indiana,1994,Professional,5
Indiana,1994,Graduate,59
Indiana,1993,Undergraduate,70
Indiana,1993,Professional,4
Indiana,1993,Graduate,67
Indiana,1992,Undergraduate,86
Indiana,1992,Professional,4
Indiana,1992,Graduate,63
Indiana,1991,Undergraduate,89
Indiana,1991,Professional,2
Indiana,1991,Graduate,57
Indiana,1990,Undergraduate,95
Indiana,1990,Professional,1
Indiana,1990,Graduate,71
Indiana,1989,Undergraduate,94
Indiana,1989,Professional,4
Indiana,1989,Graduate,68
Indiana,1988,Undergraduate,93
Indiana,1988,Professional,6
Indiana,1988,Graduate,65
Indiana,1987,Undergraduate,94
Indiana,1987,Professional,2
Indiana,1987,Graduate,77
Indiana,1986,Undergraduate,76
Indiana,1986,Professional,3
Indiana,1986,Graduate,74
Indiana,1985,Undergraduate,64
Indiana,1985,Professional,2
Indiana,1985,Graduate,69
Indiana,1984,Undergraduate,67
Indiana,1984,Professional,3
Indiana,1984,Graduate,74
Indiana,1983,Undergraduate,49
Indiana,1983,Professional,2
Indiana,1983,Graduate,69
Indiana,1982,Undergraduate,61
Indiana,1982,Professional,3
Indiana,1982,Graduate,60
Indiana,1981,Undergraduate,69
Indiana,1981,Professional,7
Indiana,1981,Graduate,78
Indiana,1980,Undergraduate,68
Indiana,1980,Professional,2
Indiana,1980,Graduate,92
Indiana,1979,Undergraduate,60
Indiana,1979,Professional,2
Indiana,1979,Graduate,88
Indiana,1978,Undergraduate,54
Indiana,1978,Professional,4
Indiana,1978,Graduate,93
Indiana,1977,Undergraduate,57
Indiana,1977,Professional,4
Indiana,1977,Graduate,91
Indiana,1976,Undergraduate,70
Indiana,1976,Professional,2
Indiana,1976,Graduate,90
Indiana,1975,Undergraduate,70
Indiana,1975,Professional,0
Indiana,1975,Graduate,83
Iowa,2017,Undergraduate,39
Iowa,2017,Professional,43
Iowa,2017,Graduate,3
Iowa,2016,Undergraduate,35
Iowa,2016,Professional,39
Iowa,2016,Graduate,3
Iowa,2015,Undergraduate,28
Iowa,2015,Professional,40
Iowa,2015,Graduate,1
Iowa,2014,Undergraduate,29
Iowa,2014,Professional,49
Iowa,2014,Graduate,2
Iowa,2013,Undergraduate,27
Iowa,2013,Professional,51
Iowa,2013,Graduate,3
Iowa,2012,Undergraduate,20
Iowa,2012,Professional,46
Iowa,2012,Graduate,2
Iowa,2011,Undergraduate,32
Iowa,2011,Professional,48
Iowa,2011,Graduate,1
Iowa,2010,Undergraduate,26
Iowa,2010,Professional,53
Iowa,2010,Graduate,2
Iowa,2009,Undergraduate,26
Iowa,2009,Professional,53
Iowa,2009,Graduate,2
Iowa,2008,Undergraduate,29
Iowa,2008,Professional,45
Iowa,2008,Graduate,5
Iowa,2007,Undergraduate,34
Iowa,2007,Professional,42
Iowa,2007,Graduate,4
Iowa,2006,Undergraduate,41
Iowa,2006,Professional,37
Iowa,2006,Graduate,4
Iowa,2005,Undergraduate,40
Iowa,2005,Professional,29
Iowa,2005,Graduate,3
Iowa,2004,Undergraduate,33
Iowa,2004,Professional,34
Iowa,2004,Graduate,2
Iowa,2003,Undergraduate,34
Iowa,2003,Professional,76
Iowa,2003,Graduate,2
Iowa,2002,Undergraduate,31
Iowa,2002,Professional,70
Iowa,2002,Graduate,2
Iowa,2001,Undergraduate,35
Iowa,2001,Professional,59
Iowa,2001,Graduate,3
Iowa,2000,Undergraduate,40
Iowa,2000,Professional,50
Iowa,2000,Graduate,2
Iowa,1999,Undergraduate,47
Iowa,1999,Professional,53
Iowa,1999,Graduate,3
Iowa,1998,Undergraduate,39
Iowa,1998,Professional,59
Iowa,1998,Graduate,2
Iowa,1997,Undergraduate,44
Iowa,1997,Professional,2
Iowa,1997,Graduate,61
Iowa,1996,Undergraduate,36
Iowa,1996,Professional,1
Iowa,1996,Graduate,55
Iowa,1995,Undergraduate,35
Iowa,1995,Professional,0
Iowa,1995,Graduate,45
Iowa,1994,Undergraduate,31
Iowa,1994,Professional,0
Iowa,1994,Graduate,31
Iowa,1993,Undergraduate,28
Iowa,1993,Professional,0
Iowa,1993,Graduate,42
Iowa,1992,Undergraduate,35
Iowa,1992,Professional,0
Iowa,1992,Graduate,37
Iowa,1991,Undergraduate,40
Iowa,1991,Professional,0
Iowa,1991,Graduate,38
Iowa,1990,Undergraduate,45
Iowa,1990,Professional,0
Iowa,1990,Graduate,33
Iowa,1989,Undergraduate,38
Iowa,1989,Professional,1
Iowa,1989,Graduate,38
Iowa,1988,Undergraduate,29
Iowa,1988,Professional,1
Iowa,1988,Graduate,21
Iowa,1987,Undergraduate,25
Iowa,1987,Professional,1
Iowa,1987,Graduate,28
Iowa,1986,Undergraduate,25
Iowa,1986,Professional,0
Iowa,1986,Graduate,34
Iowa,1985,Undergraduate,24
Iowa,1985,Professional,2
Iowa,1985,Graduate,42
Iowa,1984,Undergraduate,23
Iowa,1984,Professional,1
Iowa,1984,Graduate,37
Iowa,1983,Undergraduate,21
Iowa,1983,Professional,1
Iowa,1983,Graduate,30
Iowa,1982,Undergraduate,15
Iowa,1982,Professional,1
Iowa,1982,Graduate,40
Iowa,1981,Undergraduate,18
Iowa,1981,Professional,1
Iowa,1981,Graduate,30
Iowa,1980,Undergraduate,20
Iowa,1980,Professional,1
Iowa,1980,Graduate,38
Iowa,1979,Undergraduate,29
Iowa,1979,Professional,1
Iowa,1979,Graduate,44
Iowa,1978,Undergraduate,29
Iowa,1978,Professional,1
Iowa,1978,Graduate,38
Iowa,1977,Undergraduate,21
Iowa,1977,Professional,1
Iowa,1977,Graduate,32
Iowa,1976,Undergraduate,14
Iowa,1976,Professional,1
Iowa,1976,Graduate,34
Iowa,1975,Undergraduate,14
Iowa,1975,Professional,2
Iowa,1975,Graduate,38
Kansas,2017,Undergraduate,24
Kansas,2017,Professional,26
Kansas,2017,Graduate,2
Kansas,2016,Undergraduate,25
Kansas,2016,Professional,15
Kansas,2016,Graduate,2
Kansas,2015,Undergraduate,19
Kansas,2015,Professional,22
Kansas,2015,Graduate,2
Kansas,2014,Undergraduate,22
Kansas,2014,Professional,30
Kansas,2014,Graduate,1
Kansas,2013,Undergraduate,23
Kansas,2013,Professional,29
Kansas,2013,Graduate,1
Kansas,2012,Undergraduate,20
Kansas,2012,Professional,18
Kansas,2012,Graduate,2
Kansas,2011,Undergraduate,25
Kansas,2011,Professional,15
Kansas,2011,Graduate,3
Kansas,2010,Undergraduate,33
Kansas,2010,Professional,14
Kansas,2010,Graduate,5
Kansas,2009,Undergraduate,33
Kansas,2009,Professional,14
Kansas,2009,Graduate,5
Kansas,2008,Undergraduate,38
Kansas,2008,Professional,15
Kansas,2008,Graduate,1
Kansas,2007,Undergraduate,34
Kansas,2007,Professional,25
Kansas,2007,Graduate,0
Kansas,2006,Undergraduate,35
Kansas,2006,Professional,29
Kansas,2006,Graduate,2
Kansas,2005,Undergraduate,37
Kansas,2005,Professional,24
Kansas,2005,Graduate,2
Kansas,2004,Undergraduate,41
Kansas,2004,Professional,15
Kansas,2004,Graduate,2
Kansas,2003,Undergraduate,46
Kansas,2003,Professional,45
Kansas,2003,Graduate,2
Kansas,2002,Undergraduate,34
Kansas,2002,Professional,40
Kansas,2002,Graduate,3
Kansas,2001,Undergraduate,41
Kansas,2001,Professional,37
Kansas,2001,Graduate,4
Kansas,2000,Undergraduate,35
Kansas,2000,Professional,32
Kansas,2000,Graduate,2
Kansas,1999,Undergraduate,27
Kansas,1999,Professional,24
Kansas,1999,Graduate,2
Kansas,1998,Undergraduate,31
Kansas,1998,Professional,25
Kansas,1998,Graduate,1
Kansas,1997,Undergraduate,31
Kansas,1997,Professional,1
Kansas,1997,Graduate,19
Kansas,1996,Undergraduate,27
Kansas,1996,Professional,0
Kansas,1996,Graduate,15
Kansas,1995,Undergraduate,29
Kansas,1995,Professional,0
Kansas,1995,Graduate,17
Kansas,1994,Undergraduate,26
Kansas,1994,Professional,0
Kansas,1994,Graduate,9
Kansas,1993,Undergraduate,23
Kansas,1993,Professional,1
Kansas,1993,Graduate,12
Kansas,1992,Undergraduate,18
Kansas,1992,Professional,1
Kansas,1992,Graduate,10
Kansas,1991,Undergraduate,16
Kansas,1991,Professional,1
Kansas,1991,Graduate,22
Kansas,1990,Undergraduate,18
Kansas,1990,Professional,3
Kansas,1990,Graduate,23
Kansas,1989,Undergraduate,13
Kansas,1989,Professional,3
Kansas,1989,Graduate,21
Kansas,1988,Undergraduate,12
Kansas,1988,Professional,1
Kansas,1988,Graduate,20
Kansas,1987,Undergraduate,14
Kansas,1987,Professional,1
Kansas,1987,Graduate,27
Kansas,1986,Undergraduate,7
Kansas,1986,Professional,0
Kansas,1986,Graduate,4
Kansas,1985,Undergraduate,13
Kansas,1985,Professional,0
Kansas,1985,Graduate,27
Kansas,1984,Undergraduate,10
Kansas,1984,Professional,1
Kansas,1984,Graduate,18
Kansas,1983,Undergraduate,7
Kansas,1983,Professional,2
Kansas,1983,Graduate,27
Kansas,1982,Undergraduate,11
Kansas,1982,Professional,1
Kansas,1982,Graduate,26
Kansas,1981,Undergraduate,10
Kansas,1981,Professional,1
Kansas,1981,Graduate,20
Kansas,1980,Undergraduate,14
Kansas,1980,Professional,2
Kansas,1980,Graduate,22
Kansas,1979,Undergraduate,8
Kansas,1979,Professional,1
Kansas,1979,Graduate,23
Kansas,1978,Undergraduate,6
Kansas,1978,Professional,0
Kansas,1978,Graduate,25
Kansas,1977,Undergraduate,3
Kansas,1977,Professional,1
Kansas,1977,Graduate,34
Kansas,1976,Undergraduate,3
Kansas,1976,Professional,0
Kansas,1976,Graduate,20
Kansas,1975,Undergraduate,4
Kansas,1975,Professional,0
Kansas,1975,Graduate,26
Kentucky,2017,Undergraduate,30
Kentucky,2017,Professional,24
Kentucky,2017,Graduate,3
Kentucky,2016,Undergraduate,30
Kentucky,2016,Professional,23
Kentucky,2016,Graduate,3
Kentucky,2015,Undergraduate,32
Kentucky,2015,Professional,23
Kentucky,2015,Graduate,3
Kentucky,2014,Undergraduate,33
Kentucky,2014,Professional,25
Kentucky,2014,Graduate,3
Kentucky,2013,Undergraduate,28
Kentucky,2013,Professional,26
Kentucky,2013,Graduate,3
Kentucky,2012,Undergraduate,25
Kentucky,2012,Professional,20
Kentucky,2012,Graduate,4
Kentucky,2011,Undergraduate,23
Kentucky,2011,Professional,22
Kentucky,2011,Graduate,3
Kentucky,2010,Undergraduate,15
Kentucky,2010,Professional,24
Kentucky,2010,Graduate,4
Kentucky,2009,Undergraduate,15
Kentucky,2009,Professional,24
Kentucky,2009,Graduate,4
Kentucky,2008,Undergraduate,25
Kentucky,2008,Professional,27
Kentucky,2008,Graduate,2
Kentucky,2007,Undergraduate,28
Kentucky,2007,Professional,22
Kentucky,2007,Graduate,2
Kentucky,2006,Undergraduate,38
Kentucky,2006,Professional,26
Kentucky,2006,Graduate,1
Kentucky,2005,Undergraduate,40
Kentucky,2005,Professional,21
Kentucky,2005,Graduate,4
Kentucky,2004,Undergraduate,30
Kentucky,2004,Professional,16
Kentucky,2004,Graduate,3
Kentucky,2003,Undergraduate,36
Kentucky,2003,Professional,36
Kentucky,2003,Graduate,4
Kentucky,2002,Undergraduate,34
Kentucky,2002,Professional,35
Kentucky,2002,Graduate,2
Kentucky,2001,Undergraduate,37
Kentucky,2001,Professional,35
Kentucky,2001,Graduate,1
Kentucky,2000,Undergraduate,42
Kentucky,2000,Professional,33
Kentucky,2000,Graduate,0
Kentucky,1999,Undergraduate,43
Kentucky,1999,Professional,23
Kentucky,1999,Graduate,2
Kentucky,1998,Undergraduate,34
Kentucky,1998,Professional,22
Kentucky,1998,Graduate,3
Kentucky,1997,Undergraduate,37
Kentucky,1997,Professional,5
Kentucky,1997,Graduate,22
Kentucky,1996,Undergraduate,32
Kentucky,1996,Professional,5
Kentucky,1996,Graduate,17
Kentucky,1995,Undergraduate,32
Kentucky,1995,Professional,5
Kentucky,1995,Graduate,17
Kentucky,1994,Undergraduate,34
Kentucky,1994,Professional,5
Kentucky,1994,Graduate,13
Kentucky,1993,Undergraduate,44
Kentucky,1993,Professional,2
Kentucky,1993,Graduate,25
Kentucky,1992,Undergraduate,44
Kentucky,1992,Professional,1
Kentucky,1992,Graduate,26
Kentucky,1991,Undergraduate,41
Kentucky,1991,Professional,1
Kentucky,1991,Graduate,25
Kentucky,1990,Undergraduate,42
Kentucky,1990,Professional,1
Kentucky,1990,Graduate,22
Kentucky,1989,Undergraduate,36
Kentucky,1989,Professional,0
Kentucky,1989,Graduate,23
Kentucky,1988,Undergraduate,34
Kentucky,1988,Professional,0
Kentucky,1988,Graduate,15
Kentucky,1987,Undergraduate,39
Kentucky,1987,Professional,0
Kentucky,1987,Graduate,21
Kentucky,1986,Undergraduate,36
Kentucky,1986,Professional,0
Kentucky,1986,Graduate,26
Kentucky,1985,Undergraduate,32
Kentucky,1985,Professional,0
Kentucky,1985,Graduate,21
Kentucky,1984,Undergraduate,28
Kentucky,1984,Professional,0
Kentucky,1984,Graduate,16
Kentucky,1983,Undergraduate,20
Kentucky,1983,Professional,0
Kentucky,1983,Graduate,14
Kentucky,1982,Undergraduate,20
Kentucky,1982,Professional,0
Kentucky,1982,Graduate,16
Kentucky,1981,Undergraduate,11
Kentucky,1981,Professional,0
Kentucky,1981,Graduate,24
Kentucky,1980,Undergraduate,7
Kentucky,1980,Professional,0
Kentucky,1980,Graduate,21
Kentucky,1979,Undergraduate,11
Kentucky,1979,Professional,1
Kentucky,1979,Graduate,16
Kentucky,1978,Undergraduate,12
Kentucky,1978,Professional,0
Kentucky,1978,Graduate,18
Kentucky,1977,Undergraduate,12
Kentucky,1977,Professional,0
Kentucky,1977,Graduate,21
Kentucky,1976,Undergraduate,7
Kentucky,1976,Professional,0
Kentucky,1976,Graduate,15
Kentucky,1975,Undergraduate,7
Kentucky,1975,Professional,0
Kentucky,1975,Graduate,32
Louisiana,2017,Undergraduate,9
Louisiana,2017,Professional,20
Louisiana,2017,Graduate,2
Louisiana,2016,Undergraduate,10
Louisiana,2016,Professional,16
Louisiana,2016,Graduate,2
Louisiana,2015,Undergraduate,12
Louisiana,2015,Professional,12
Louisiana,2015,Graduate,1
Louisiana,2014,Undergraduate,13
Louisiana,2014,Professional,15
Louisiana,2014,Graduate,1
Louisiana,2013,Undergraduate,14
Louisiana,2013,Professional,14
Louisiana,2013,Graduate,1
Louisiana,2012,Undergraduate,8
Louisiana,2012,Professional,10
Louisiana,2012,Graduate,2
Louisiana,2011,Undergraduate,5
Louisiana,2011,Professional,8
Louisiana,2011,Graduate,2
Louisiana,2010,Undergraduate,6
Louisiana,2010,Professional,10
Louisiana,2010,Graduate,2
Louisiana,2009,Undergraduate,6
Louisiana,2009,Professional,10
Louisiana,2009,Graduate,2
Louisiana,2008,Undergraduate,4
Louisiana,2008,Professional,14
Louisiana,2008,Graduate,1
Louisiana,2007,Undergraduate,7
Louisiana,2007,Professional,15
Louisiana,2007,Graduate,2
Louisiana,2006,Undergraduate,12
Louisiana,2006,Professional,11
Louisiana,2006,Graduate,2
Louisiana,2005,Undergraduate,10
Louisiana,2005,Professional,9
Louisiana,2005,Graduate,0
Louisiana,2004,Undergraduate,12
Louisiana,2004,Professional,9
Louisiana,2004,Graduate,0
Louisiana,2003,Undergraduate,8
Louisiana,2003,Professional,26
Louisiana,2003,Graduate,2
Louisiana,2002,Undergraduate,8
Louisiana,2002,Professional,19
Louisiana,2002,Graduate,2
Louisiana,2001,Undergraduate,10
Louisiana,2001,Professional,20
Louisiana,2001,Graduate,2
Louisiana,2000,Undergraduate,12
Louisiana,2000,Professional,21
Louisiana,2000,Graduate,2
Louisiana,1999,Undergraduate,7
Louisiana,1999,Professional,15
Louisiana,1999,Graduate,0
Louisiana,1998,Undergraduate,13
Louisiana,1998,Professional,13
Louisiana,1998,Graduate,0
Louisiana,1997,Undergraduate,17
Louisiana,1997,Professional,0
Louisiana,1997,Graduate,17
Louisiana,1996,Undergraduate,12
Louisiana,1996,Professional,0
Louisiana,1996,Graduate,20
Louisiana,1995,Undergraduate,11
Louisiana,1995,Professional,0
Louisiana,1995,Graduate,19
Louisiana,1994,Undergraduate,12
Louisiana,1994,Professional,0
Louisiana,1994,Graduate,20
Louisiana,1993,Undergraduate,9
Louisiana,1993,Professional,1
Louisiana,1993,Graduate,16
Louisiana,1992,Undergraduate,6
Louisiana,1992,Professional,0
Louisiana,1992,Graduate,13
Louisiana,1991,Undergraduate,7
Louisiana,1991,Professional,1
Louisiana,1991,Graduate,17
Louisiana,1990,Undergraduate,8
Louisiana,1990,Professional,2
Louisiana,1990,Graduate,12
Louisiana,1989,Undergraduate,4
Louisiana,1989,Professional,1
Louisiana,1989,Graduate,8
Louisiana,1988,Undergraduate,4
Louisiana,1988,Professional,1
Louisiana,1988,Graduate,7
Louisiana,1987,Undergraduate,5
Louisiana,1987,Professional,0
Louisiana,1987,Graduate,6
Louisiana,1986,Undergraduate,5
Louisiana,1986,Professional,0
Louisiana,1986,Graduate,11
Louisiana,1985,Undergraduate,6
Louisiana,1985,Professional,0
Louisiana,1985,Graduate,17
Louisiana,1984,Undergraduate,4
Louisiana,1984,Professional,0
Louisiana,1984,Graduate,12
Louisiana,1983,Undergraduate,2
Louisiana,1983,Professional,0
Louisiana,1983,Graduate,11
Louisiana,1982,Undergraduate,3
Louisiana,1982,Professional,0
Louisiana,1982,Graduate,6
Louisiana,1981,Undergraduate,5
Louisiana,1981,Professional,0
Louisiana,1981,Graduate,9
Louisiana,1980,Undergraduate,2
Louisiana,1980,Professional,0
Louisiana,1980,Graduate,8
Louisiana,1979,Undergraduate,2
Louisiana,1979,Professional,0
Louisiana,1979,Graduate,12
Louisiana,1978,Undergraduate,2
Louisiana,1978,Professional,0
Louisiana,1978,Graduate,10
Louisiana,1977,Undergraduate,4
Louisiana,1977,Professional,1
Louisiana,1977,Graduate,18
Louisiana,1976,Undergraduate,2
Louisiana,1976,Professional,1
Louisiana,1976,Graduate,24
Louisiana,1975,Undergraduate,2
Louisiana,1975,Professional,0
Louisiana,1975,Graduate,17
Maine,2017,Undergraduate,3
Maine,2017,Professional,12
Maine,2017,Graduate,0
Maine,2016,Undergraduate,5
Maine,2016,Professional,9
Maine,2016,Graduate,0
Maine,2015,Undergraduate,4
Maine,2015,Professional,8
Maine,2015,Graduate,2
Maine,2014,Undergraduate,3
Maine,2014,Professional,6
Maine,2014,Graduate,1
Maine,2013,Undergraduate,3
Maine,2013,Professional,4
Maine,2013,Graduate,1
Maine,2012,Undergraduate,5
Maine,2012,Professional,2
Maine,2012,Graduate,3
Maine,2011,Undergraduate,2
Maine,2011,Professional,5
Maine,2011,Graduate,1
Maine,2010,Undergraduate,2
Maine,2010,Professional,7
Maine,2010,Graduate,1
Maine,2009,Undergraduate,2
Maine,2009,Professional,7
Maine,2009,Graduate,1
Maine,2008,Undergraduate,3
Maine,2008,Professional,6
Maine,2008,Graduate,1
Maine,2007,Undergraduate,2
Maine,2007,Professional,6
Maine,2007,Graduate,0
Maine,2006,Undergraduate,2
Maine,2006,Professional,4
Maine,2006,Graduate,0
Maine,2005,Undergraduate,3
Maine,2005,Professional,5
Maine,2005,Graduate,0
Maine,2004,Undergraduate,5
Maine,2004,Professional,2
Maine,2004,Graduate,1
Maine,2003,Undergraduate,8
Maine,2003,Professional,7
Maine,2003,Graduate,2
Maine,2002,Undergraduate,6
Maine,2002,Professional,9
Maine,2002,Graduate,1
Maine,2001,Undergraduate,4
Maine,2001,Professional,12
Maine,2001,Graduate,1
Maine,2000,Undergraduate,6
Maine,2000,Professional,7
Maine,2000,Graduate,0
Maine,1999,Undergraduate,3
Maine,1999,Professional,8
Maine,1999,Graduate,1
Maine,1998,Undergraduate,3
Maine,1998,Professional,9
Maine,1998,Graduate,2
Maine,1997,Undergraduate,7
Maine,1997,Professional,2
Maine,1997,Graduate,8
Maine,1996,Undergraduate,1
Maine,1996,Professional,2
Maine,1996,Graduate,12
Maine,1995,Undergraduate,3
Maine,1995,Professional,0
Maine,1995,Graduate,7
Maine,1994,Undergraduate,1
Maine,1994,Professional,0
